Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08142017 09:22:02.156274	44	318	Station10_0deg_50fps_30Sec	75.497685	14.253557	0.020614	14.24572	0.008216	-0.010882	0.007954	-0.01048	0.007991	-0.010469	0.007723	-0.009972	0.007874	-0.010477	0.115365	0.000084	0.007863	-0.010176	0.008242	-0.010099	0.007822	-0.010457	0.008077	-0.009955	0.007929	-0.01011	0.00769	-0.009945	0.007713	-0.010122	0.007719	-0.009993	0.007763	-0.010164	0.007623	-0.010026	0.007708	-0.010239	0.007565	-0.010242	0.007492	-0.010355	0.000078	0.000178	0.007746	-0.010466	0.007738	-0.010699	0.000092	0.000118	0.00021	0.000033	0.000103	0.000064	0.000129	0.000232	0.000025	0.000096	0.000085	0.000048	0.115494	0.000158	0.00022	0.000142	0.000121	0.000166	0.000323	0.000236	535.167685	2.820054	2052.51216	50.228723	297018.0445
08142017 09:23:44.156274	45	319	Station10_0deg_95fps_5Sec	76.350036	14.24774	0.071802	14.22282	0.025441	-0.040315	0.024361	-0.039408	0.024462	-0.039206	0.023828	-0.037768	0.024557	-0.038811	0.140012	0.000229	0.024435	-0.0382	0.025251	-0.038024	0.024466	-0.038919	0.025069	-0.037516	0.025062	-0.037947	0.0244	-0.037451	0.024276	-0.03763	0.024015	-0.037422	0.024096	-0.037836	0.023614	-0.037582	0.0241	-0.038014	0.023262	-0.03819	0.023402	-0.03852	0.000156	0.000368	0.023882	-0.038954	0.024034	-0.039777	0.000175	0.000261	0.000424	0.000114	0.000275	0.000202	0.000301	0.000471	0.000096	0.000202	0.000203	0.000143	0.140273	0.000321	0.000466	0.000299	0.000245	0.000323	0.000575	0.00043	536.020036	9.822541	2051.67456	93.790297	554042.9176
08142017 09:24:03.156274	45	320	Station10_0deg_95fps_10Sec	76.693887	14.24724	0.07147	14.22283	0.025388	-0.040215	0.024239	-0.039191	0.024249	-0.039031	0.023448	-0.037551	0.024237	-0.038671	0.140178	0.000223	0.024366	-0.03802	0.025205	-0.037867	0.024461	-0.038724	0.025162	-0.037311	0.025029	-0.03787	0.024291	-0.03733	0.024301	-0.037537	0.024179	-0.0373	0.024225	-0.03777	0.023618	-0.037471	0.023797	-0.037971	0.023225	-0.038135	0.023449	-0.038465	0.000184	0.000427	0.023984	-0.038882	0.024054	-0.039781	0.000191	0.000302	0.000497	0.000134	0.000296	0.000197	0.000327	0.000523	0.000109	0.000223	0.000222	0.000142	0.140507	0.00034	0.000515	0.000328	0.000272	0.000374	0.000653	0.000483	536.363887	9.777041	2051.60256	93.604763	552569.5778
08142017 09:24:23.156274	45	321	Station10_0deg_95fps_15Sec	76.973322	14.247833	0.070906	14.222707	0.025553	-0.040141	0.024435	-0.039048	0.024453	-0.038932	0.02347	-0.037412	0.024206	-0.038604	0.140429	0.00025	0.024321	-0.037894	0.025304	-0.037762	0.024525	-0.038632	0.025191	-0.037145	0.025024	-0.037841	0.024326	-0.037227	0.024292	-0.037468	0.024193	-0.037176	0.024226	-0.037713	0.023773	-0.037337	0.024053	-0.037892	0.023377	-0.038041	0.023394	-0.038372	0.000216	0.000514	0.023967	-0.038745	0.024063	-0.039625	0.00022	0.00035	0.000595	0.00017	0.000371	0.000254	0.000397	0.000629	0.00012	0.000256	0.000252	0.000179	0.140819	0.000417	0.000607	0.000396	0.000325	0.000438	0.000764	0.000565	536.643322	9.699895	2051.688	93.25758	550250.4017
08142017 09:24:52.156274	45	322	Station10_0deg_95fps_20Sec	77.307799	14.247535	0.071232	14.2224	0.025437	-0.040151	0.024349	-0.038949	0.024404	-0.038891	0.023549	-0.037278	0.024427	-0.038584	0.140959	0.00018	0.024314	-0.037792	0.025329	-0.03771	0.024482	-0.038575	0.025268	-0.037001	0.024922	-0.037882	0.024257	-0.037197	0.024264	-0.037467	0.024103	-0.037103	0.024048	-0.037727	0.023468	-0.037266	0.023913	-0.037906	0.023244	-0.038029	0.023247	-0.038352	0.000185	0.000532	0.023886	-0.038681	0.02407	-0.039576	0.000184	0.000351	0.000637	0.00013	0.000353	0.000209	0.000385	0.00066	0.000072	0.000228	0.000232	0.000128	0.141431	0.000388	0.000635	0.000392	0.000302	0.000444	0.000823	0.000587	536.977799	9.744497	2051.64504	93.501552	551338.1651
08142017 09:25:26.156274	45	323	Station10_0deg_95fps_30Sec	77.618195	14.246507	0.071208	14.22203	0.025556	-0.040021	0.024468	-0.03872	0.024578	-0.038743	0.023625	-0.037022	0.024395	-0.038453	0.141638	0.00015	0.024195	-0.03758	0.025488	-0.037559	0.024558	-0.038424	0.025386	-0.03673	0.024848	-0.037826	0.024287	-0.037053	0.024341	-0.037357	0.024097	-0.036897	0.024162	-0.037631	0.023586	-0.037056	0.02407	-0.03781	0.023421	-0.037904	0.023319	-0.038195	0.00017	0.000582	0.023978	-0.038486	0.024159	-0.039435	0.000165	0.000364	0.000709	0.000106	0.000373	0.000205	0.00041	0.00073	0.000035	0.000214	0.000217	0.000104	0.142195	0.000403	0.000684	0.000418	0.000305	0.000478	0.000913	0.000638	537.288195	9.741254	2051.49696	93.516403	551067.1989
08142017 09:27:18.156274	46	324	Station10_0deg_140fps_5Sec	79.949054	14.2378	0.15279	14.1846	0.053831	-0.085346	0.051618	-0.083204	0.051906	-0.082759	0.049913	-0.079474	0.051519	-0.0817	0.179374	0.000185	0.051161	-0.080567	0.053924	-0.080298	0.052844	-0.081989	0.053939	-0.079193	0.053883	-0.080942	0.052793	-0.079563	0.05249	-0.079568	0.052015	-0.078832	0.051863	-0.079758	0.05035	-0.079008	0.05089	-0.080143	0.049938	-0.080619	0.050135	-0.081213	0.000176	0.000755	0.051307	-0.08215	0.050784	-0.084426	0.000153	0.000451	0.000961	0.000078	0.000503	0.000242	0.000541	0.000979	-0.000009	0.000232	0.000231	0.000088	0.180183	0.000514	0.000893	0.000522	0.000335	0.00059	0.001231	0.000819	539.619054	20.901672	2050.2432	137.216525	805846.0459
08142017 09:27:33.156274	46	325	Station10_0deg_140fps_10Sec	80.557111	14.23974	0.151549	14.18464	0.054047	-0.085407	0.052025	-0.083218	0.052139	-0.082831	0.050042	-0.079509	0.051828	-0.081779	0.179533	0.000188	0.051498	-0.080594	0.054094	-0.080372	0.052801	-0.082058	0.054099	-0.079229	0.05393	-0.081103	0.05265	-0.07968	0.052483	-0.07976	0.051905	-0.078976	0.051874	-0.079963	0.05046	-0.079143	0.051295	-0.080355	0.049805	-0.080787	0.049898	-0.081358	0.000248	0.000881	0.05136	-0.08223	0.051312	-0.084487	0.000221	0.000552	0.001089	0.00015	0.000572	0.000294	0.000621	0.001073	0.000025	0.000295	0.000292	0.00013	0.180382	0.000584	0.000982	0.000591	0.000413	0.000681	0.001331	0.000909	540.227111	20.731876	2050.52256	136.727343	802159.4284
08142017 09:28:05.156274	46	326	Station10_0deg_140fps_15Sec	81.395588	14.239207	0.151813	14.184533	0.053686	-0.085186	0.05166	-0.082892	0.052116	-0.082588	0.05048	-0.079112	0.052408	-0.081555	0.179902	0.000209	0.051579	-0.080271	0.054239	-0.080118	0.052922	-0.081814	0.054108	-0.07882	0.053832	-0.080897	0.052629	-0.079389	0.052532	-0.079503	0.051937	-0.078609	0.051882	-0.079713	0.050191	-0.078786	0.051195	-0.080137	0.04989	-0.080543	0.050043	-0.081102	0.000259	0.00098	0.05142	-0.081972	0.051541	-0.084218	0.000245	0.000603	0.001199	0.000164	0.00065	0.00034	0.000713	0.001192	0.000032	0.000323	0.000329	0.000151	0.180835	0.000642	0.001086	0.000684	0.000465	0.000761	0.001476	0.001005	541.065588	20.768009	2050.44576	136.954813	802222.8699
08142017 09:28:33.156274	46	327	Station10_0deg_140fps_20Sec	81.925066	14.238425	0.152526	14.184475	0.053704	-0.085219	0.051539	-0.082865	0.052054	-0.082636	0.050071	-0.079081	0.05183	-0.081595	0.180313	0.000218	0.051183	-0.080232	0.054052	-0.08017	0.052616	-0.081862	0.053914	-0.078764	0.053607	-0.080987	0.052405	-0.079425	0.052228	-0.07958	0.051533	-0.078611	0.051588	-0.079805	0.049855	-0.078777	0.051087	-0.080242	0.049644	-0.080615	0.049694	-0.08116	0.00033	0.0011	0.050974	-0.081988	0.051404	-0.084219	0.000289	0.000699	0.001356	0.000241	0.000734	0.0004	0.0008	0.001309	0.00009	0.000397	0.000407	0.000234	0.1813	0.000728	0.001197	0.000779	0.000566	0.000889	0.001653	0.00115	541.595066	20.865557	2050.3332	137.346055	803694.9837
08142017 09:29:04.156274	46	328	Station10_0deg_140fps_30Sec	82.411854	14.238033	0.15171	14.184327	0.053554	-0.085164	0.05156	-0.082748	0.052132	-0.08259	0.050107	-0.078892	0.051753	-0.081543	0.180783	0.000124	0.050878	-0.080103	0.053916	-0.080104	0.052623	-0.081813	0.053789	-0.078599	0.053398	-0.08099	0.05225	-0.079367	0.052149	-0.07955	0.051435	-0.078472	0.051614	-0.079753	0.049994	-0.078633	0.051139	-0.080202	0.049777	-0.080532	0.049691	-0.081052	0.000227	0.001053	0.051128	-0.081842	0.051442	-0.08414	0.000195	0.000634	0.001338	0.000138	0.000701	0.000335	0.000763	0.001283	-0.00004	0.000294	0.000312	0.000128	0.181827	0.000686	0.00117	0.000733	0.000485	0.000831	0.001645	0.001099	542.081854	20.753996	2050.2768	137.04288	801166.4041
08142017 09:31:55.156274	46	329	Station10_0deg_windoff_5Sec	80.940448	14.25278	-0.000071	14.2529	0.000901	0.000577	0.000351	0.001446	0.001086	0.000606	0.000464	0.002208	0.000484	0.000517	0.116485	-0.000276	-0.000074	0.001599	0.001343	0.00074	0.000457	0.000554	0.000869	0.002061	-0.000352	-0.000099	0.000271	0.000668	0.000538	0.000184	-0.000399	0.001472	0.000333	0.000212	-0.000096	0.001536	0.000944	0.000216	0.000719	0.000716	0.00004	0.000961	0.000155	0.000911	0.000454	0.001379	0.000774	0.001073	0.00009	0.000499	0.001212	0.000069	0.000602	0.000219	0.000667	0.001005	-0.000109	0.00017	0.000186	0.000048	0.117247	0.000518	0.000818	0.000604	0.000424	0.000747	0.001492	0.00097	540.610448	-0.009685	2052.40032	NaN	NaN
08142017 09:55:30.156274	47	330	Station10_0deg_windoff_5Sec	78.146291	14.25346	-0.000073	14.2536	0.000067	0.000117	-0.00019	-0.000014	0.000256	0.00006	0.000118	0.00037	-0.000043	-0.000023	0.114619	-0.000096	0.000139	0.0004	0.000294	0.000124	0.000101	-0.000136	0.000037	0.000135	0.000224	0.000286	0.000133	0.000107	0.000081	-0.000114	-0.000162	0.000233	0.000243	0.000035	-0.000019	0.000256	0.000275	0.000042	0.000152	0.000194	0.000051	0.000316	0.000087	0.000243	0.000124	0.000369	0.000175	0.000306	0.000092	0.00014	0.000333	0.000019	0.000204	0.000055	0.000199	0.000203	0.000008	0.000056	0.000047	0.000023	0.114551	0.000169	0.00017	0.000156	0.000149	0.000203	0.000407	0.000261	537.816291	-0.009986	2052.49824	NaN	NaN
08142017 09:58:22.156274	47	331	Station10_0deg_50fps_5Sec	77.021813	14.2511	0.020617	14.2435	0.008034	-0.011019	0.007602	-0.01066	0.007939	-0.010634	0.007472	-0.00981	0.007467	-0.010666	0.115307	-0.000067	0.007656	-0.010033	0.008338	-0.010207	0.007664	-0.010705	0.007908	-0.009937	0.007831	-0.010186	0.007552	-0.010065	0.007551	-0.010381	0.007377	-0.009945	0.007673	-0.010342	0.007366	-0.009956	0.007783	-0.010403	0.007527	-0.010291	0.007356	-0.010278	0.000081	0.000358	0.007651	-0.010291	0.007687	-0.010663	0.00009	0.000202	0.000489	0.000017	0.000279	0.000094	0.000281	0.000396	-0.000018	0.000073	0.000079	0.000004	0.115436	0.000237	0.000358	0.000227	0.000186	0.000308	0.00063	0.000409	536.691813	2.82046	2052.1584	50.308148	296591.7969
08142017 09:58:41.156274	47	332	Station10_0deg_50fps_10Sec	77.007525	14.25113	0.020492	14.24343	0.008123	-0.010902	0.007686	-0.010544	0.008166	-0.010536	0.007629	-0.009712	0.007615	-0.010606	0.114673	-0.000095	0.007706	-0.009945	0.008255	-0.010139	0.007635	-0.010637	0.008003	-0.009837	0.007826	-0.010176	0.007504	-0.010016	0.007581	-0.010349	0.007407	-0.009891	0.007698	-0.010311	0.007322	-0.009918	0.007752	-0.010403	0.007503	-0.010268	0.007321	-0.010262	0.000058	0.000343	0.007527	-0.010269	0.007715	-0.010616	0.000057	0.000172	0.000464	-0.000015	0.000244	0.000051	0.000244	0.000379	-0.000065	0.000045	0.000035	-0.00003	0.114829	0.000203	0.000329	0.000207	0.000158	0.000273	0.000614	0.000381	536.677525	2.80336	2052.16272	50.15475	295695.2313
08142017 09:59:01.156274	47	333	Station10_0deg_50fps_15Sec	77.000647	14.250953	0.020516	14.24338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	536.670647	2.806589	2052.13728	50.1836	295865.5796
08142017 09:59:29.156274	47	334	Station10_0deg_50fps_15Sec	76.983833	14.251267	0.020689	14.243593	0.008212	-0.010889	0.00779	-0.010422	0.008178	-0.010468	0.007709	-0.009546	0.007765	-0.010539	0.112758	-0.000099	0.007745	-0.009826	0.008422	-0.010048	0.007795	-0.010557	0.008115	-0.009672	0.007802	-0.010169	0.007564	-0.009937	0.007693	-0.010277	0.007415	-0.00977	0.007709	-0.010261	0.007412	-0.009768	0.007871	-0.010342	0.007563	-0.010192	0.007365	-0.010173	0.000058	0.000396	0.007686	-0.010167	0.00774	-0.010531	0.000065	0.000207	0.00053	-0.000009	0.000266	0.000071	0.000281	0.000429	-0.000051	0.000055	0.000055	-0.000024	0.112981	0.00023	0.000369	0.000244	0.000188	0.000318	0.000684	0.00044	536.653833	2.830228	2052.1824	50.393071	297117.3675
08142017 10:00:05.156274	47	335	Station10_0deg_50fps_20Sec	76.978284	14.25139	0.020764	14.243685	0.008285	-0.010833	0.007814	-0.010329	0.00821	-0.010411	0.007665	-0.009447	0.007739	-0.010484	0.112293	-0.000113	0.007761	-0.009746	0.008508	-0.010001	0.007789	-0.010496	0.00817	-0.009574	0.007779	-0.010166	0.007577	-0.00991	0.007721	-0.010242	0.007417	-0.009696	0.007733	-0.010232	0.007411	-0.009705	0.007892	-0.010329	0.007589	-0.010173	0.007392	-0.010153	0.000053	0.000399	0.007708	-0.010141	0.007803	-0.010507	0.000053	0.000209	0.000545	-0.000009	0.000278	0.000074	0.000287	0.000439	-0.000058	0.000058	0.000055	-0.000023	0.112549	0.000237	0.000373	0.00025	0.00019	0.000331	0.000702	0.000444	536.648284	2.840474	2052.20016	50.483693	297657.7496
08142017 10:00:44.156274	47	336	Station10_0deg_50fps_30Sec	76.954279	14.251433	0.020777	14.24371	0.008224	-0.010815	0.007819	-0.010296	0.008308	-0.010388	0.007833	-0.009384	0.00788	-0.010454	0.112215	-0.000105	0.007814	-0.009695	0.008515	-0.00999	0.007847	-0.010468	0.008155	-0.009507	0.007746	-0.010147	0.007584	-0.009881	0.007768	-0.010222	0.007461	-0.009645	0.007827	-0.010213	0.007527	-0.009645	0.008007	-0.010316	0.007634	-0.010151	0.007445	-0.010132	0.000064	0.000423	0.007765	-0.010123	0.007837	-0.01048	0.000071	0.000229	0.000564	0.000008	0.000304	0.000093	0.000311	0.000453	-0.000043	0.000077	0.000066	-0.000002	0.11248	0.00025	0.000384	0.00027	0.000214	0.000352	0.000727	0.000472	536.624279	2.84228	2052.2064	50.498525	297759.4986
08142017 10:03:15.156274	47	338	Station10_0deg_95fps_10Sec	78.28112	14.24659	0.070672	14.22162	0.025546	-0.039873	0.024193	-0.038619	0.024565	-0.038667	0.0234	-0.036609	0.024042	-0.038411	0.133192	0.000134	0.024003	-0.03722	0.025698	-0.037473	0.024547	-0.038464	0.025288	-0.03648	0.024799	-0.037754	0.024289	-0.036982	0.024366	-0.037399	0.023904	-0.036633	0.02423	-0.037628	0.023649	-0.036774	0.024398	-0.037822	0.023311	-0.037798	0.023179	-0.037985	0.000242	0.000831	0.023999	-0.038255	0.024331	-0.039291	0.000215	0.000509	0.001012	0.000159	0.000597	0.000328	0.000624	0.000914	0.000066	0.000264	0.000266	0.00015	0.133764	0.000549	0.000841	0.000577	0.000441	0.000655	0.001235	0.000859	537.95112	9.667998	2051.50896	93.221767	548651.6531
08142017 10:04:01.156274	47	339	Station10_0deg_95fps_15Sec	78.595027	14.246093	0.070844	14.221413	0.025577	-0.039782	0.024262	-0.038381	0.024769	-0.038518	0.023485	-0.036302	0.024139	-0.03827	0.13349	0.000028	0.023967	-0.036961	0.025757	-0.037292	0.024495	-0.038287	0.025373	-0.036178	0.024773	-0.03772	0.024232	-0.036851	0.024253	-0.03732	0.023816	-0.036435	0.024188	-0.037545	0.023314	-0.036584	0.024139	-0.037778	0.023363	-0.037711	0.023272	-0.037883	0.000206	0.000855	0.023987	-0.038101	0.024233	-0.039201	0.000188	0.000506	0.00108	0.00012	0.000597	0.00027	0.000633	0.000974	0.000006	0.000231	0.000239	0.000097	0.134154	0.000541	0.000873	0.000578	0.000419	0.000689	0.001339	0.000904	538.265027	9.691414	2051.43744	93.363289	549146.7959
08142017 10:04:50.156274	47	340	Station10_0deg_95fps_20Sec	78.812452	14.24579	0.071035	14.22117	0.025705	-0.039757	0.024411	-0.038296	0.0249	-0.038525	0.023567	-0.036158	0.024149	-0.038267	0.134013	-0.000011	0.023927	-0.036887	0.025828	-0.03729	0.024568	-0.038279	0.025452	-0.036045	0.02474	-0.03779	0.02421	-0.036851	0.024336	-0.037338	0.023799	-0.036343	0.024144	-0.037543	0.023256	-0.036473	0.024263	-0.037779	0.023414	-0.037658	0.023193	-0.037795	0.000223	0.000936	0.024013	-0.037955	0.02432	-0.03906	0.000201	0.000552	0.001191	0.000134	0.000646	0.000296	0.000691	0.001065	0.000002	0.000253	0.000258	0.000104	0.134751	0.000581	0.000947	0.000637	0.00046	0.000755	0.001466	0.000986	538.482452	9.717547	2051.39376	93.508788	549770.8253
08142017 10:05:38.156274	47	341	Station10_0deg_95fps_30Sec	78.992406	14.245773	0.070855	14.220953	0.02548	-0.039677	0.023982	-0.038148	0.024661	-0.038436	0.023272	-0.035935	0.024309	-0.03815	0.134589	-0.00008	0.024134	-0.036724	0.025916	-0.037168	0.024557	-0.038174	0.025497	-0.03583	0.024674	-0.037711	0.024243	-0.036732	0.024412	-0.037244	0.023755	-0.036161	0.024202	-0.03745	0.023235	-0.036301	0.02429	-0.037685	0.023618	-0.037535	0.023231	-0.037675	0.00022	0.000969	0.023978	-0.037815	0.024484	-0.038923	0.00019	0.000579	0.001265	0.00012	0.000664	0.000292	0.000716	0.001106	-0.000006	0.000255	0.000253	0.000093	0.135366	0.000582	0.000973	0.000653	0.000469	0.000784	0.00154	0.001025	538.662406	9.692959	2051.39136	93.406232	548981.8812
08142017 10:07:07.156274	47	342	Station10_0deg_95fps_5Sec	79.166249	14.24542	0.072855	14.2206	0.025788	-0.03965	0.024258	-0.038099	0.024932	-0.038506	0.023527	-0.035832	0.024182	-0.038211	0.135732	-0.000027	0.023877	-0.036679	0.025924	-0.037256	0.02448	-0.038262	0.025424	-0.035759	0.024494	-0.037874	0.024214	-0.036824	0.02429	-0.037373	0.023633	-0.036129	0.024281	-0.037554	0.023341	-0.036256	0.024355	-0.037801	0.023328	-0.037602	0.023052	-0.037701	0.000286	0.001137	0.024019	-0.037798	0.024382	-0.038978	0.000237	0.000671	0.001433	0.000186	0.000805	0.000373	0.000844	0.001267	0.000024	0.000311	0.000327	0.000152	0.136577	0.000695	0.001097	0.000771	0.000559	0.000913	0.001746	0.001172	538.836249	9.966509	2051.34048	94.729747	556588.419
08142017 10:08:20.156274	47	343	Station10_0deg_95fps_5Sec	79.295646	14.24564	0.070937	14.22038	0.025641	-0.03969	0.02418	-0.038086	0.024959	-0.038517	0.02357	-0.035655	0.02443	-0.038175	0.136415	-0.000177	0.023934	-0.036561	0.025962	-0.037221	0.024608	-0.03828	0.025407	-0.035623	0.024434	-0.03786	0.024071	-0.036775	0.024507	-0.037357	0.023426	-0.036028	0.02419	-0.037547	0.02318	-0.03618	0.024436	-0.037818	0.023415	-0.037561	0.02301	-0.037626	0.000237	0.001138	0.023817	-0.037668	0.024356	-0.038835	0.000171	0.000655	0.001476	0.000118	0.000743	0.000284	0.000804	0.001223	-0.000074	0.000249	0.000274	0.000078	0.137294	0.00063	0.001058	0.000727	0.000505	0.000889	0.001789	0.00118	538.965646	9.704154	2051.37216	93.486823	549142.1233
08142017 10:09:47.156274	47	344	Station10_0deg_140fps_5Sec	80.791658	14.23632	0.150348	14.18376	0.053534	-0.085163	0.051246	-0.082942	0.052226	-0.082782	0.050057	-0.07846	0.051149	-0.081551	0.173288	0.00005	0.051097	-0.079851	0.054499	-0.08019	0.052715	-0.082083	0.05361	-0.078542	0.053578	-0.081093	0.052135	-0.079551	0.052137	-0.079791	0.051195	-0.078298	0.05206	-0.079842	0.049555	-0.078509	0.051217	-0.080421	0.049788	-0.080626	0.049875	-0.081068	0.000393	0.001363	0.051359	-0.081865	0.051826	-0.084337	0.000342	0.000873	0.001759	0.000233	0.000934	0.000428	0.001	0.001446	0.000071	0.000409	0.000436	0.00024	0.174254	0.000835	0.00126	0.000898	0.00065	0.001053	0.002037	0.001383	540.461658	20.567634	2050.03008	136.232104	798697.5197
08142017 10:10:10.156274	47	345	Station10_0deg_140fps_10Sec	81.691134	14.23545	0.15277	14.18341	0.053826	-0.084948	0.051371	-0.082722	0.05234	-0.082667	0.050116	-0.078384	0.051647	-0.081509	0.173723	0.000036	0.050911	-0.079731	0.054279	-0.080122	0.052643	-0.082002	0.053691	-0.078413	0.053583	-0.081008	0.052122	-0.079448	0.051997	-0.079748	0.051069	-0.078198	0.051768	-0.079788	0.049432	-0.078376	0.051201	-0.080317	0.049666	-0.080444	0.049634	-0.080836	0.000342	0.001364	0.051159	-0.081606	0.051229	-0.084139	0.000299	0.000838	0.001769	0.000228	0.000977	0.000456	0.00104	0.001502	0.000041	0.000384	0.000408	0.000207	0.174734	0.000859	0.001325	0.000952	0.00069	0.001115	0.002129	0.001437	541.361134	20.898881	2049.9048	137.44	804428.3395
08142017 10:10:33.156274	47	346	Station10_0deg_140fps_15Sec	82.318772	14.236793	0.151275	14.183333	0.053516	-0.084685	0.051285	-0.082439	0.052568	-0.082402	0.05053	-0.078024	0.052325	-0.081226	0.174142	0.000162	0.051276	-0.079421	0.054706	-0.079822	0.05306	-0.08174	0.053757	-0.078046	0.053492	-0.08072	0.052256	-0.07915	0.052426	-0.079463	0.0512	-0.077877	0.052122	-0.079553	0.049814	-0.078083	0.051165	-0.080073	0.050055	-0.080178	0.049709	-0.080585	0.000497	0.001568	0.051192	-0.081357	0.051694	-0.083775	0.000422	0.000983	0.001943	0.000396	0.001156	0.0006	0.001199	0.001665	0.000153	0.000513	0.000565	0.000357	0.175179	0.001022	0.001484	0.001078	0.000799	0.001225	0.002272	0.001573	541.988772	20.694356	2050.09824	136.840589	800045.0699
08142017 10:11:01.156274	47	347	Station10_0deg_140fps_20Sec	82.898297	14.23686	0.149989	14.183565	0.053341	-0.084738	0.051049	-0.08245	0.052322	-0.082494	0.050125	-0.078084	0.051608	-0.08134	0.174287	0.000056	0.050918	-0.07947	0.054387	-0.079936	0.052678	-0.081854	0.053732	-0.078102	0.053474	-0.080846	0.052082	-0.079232	0.052206	-0.0796	0.051108	-0.077962	0.051761	-0.079684	0.04957	-0.078155	0.051194	-0.080228	0.049597	-0.080312	0.049535	-0.08068	0.000434	0.001538	0.051091	-0.081391	0.051586	-0.08386	0.000376	0.000958	0.001953	0.000311	0.001114	0.000548	0.001187	0.001671	0.000103	0.000472	0.000511	0.000293	0.175356	0.000974	0.001463	0.001067	0.000776	0.001228	0.002308	0.001575	542.568297	20.51855	2050.10784	136.332268	796206.0495
08142017 10:11:29.156274	47	348	Station10_0deg_140fps_30Sec	83.357111	14.23736	0.151317	14.183617	0.053343	-0.084816	0.050857	-0.082527	0.052035	-0.082595	0.049905	-0.078123	0.051654	-0.081447	0.174639	-0.00003	0.050768	-0.079511	0.054195	-0.080045	0.052513	-0.081969	0.053653	-0.078128	0.053296	-0.080923	0.051977	-0.07929	0.052018	-0.079678	0.050786	-0.07799	0.051501	-0.079771	0.049262	-0.078191	0.051093	-0.080315	0.049605	-0.080355	0.049558	-0.080693	0.000389	0.001536	0.050986	-0.081375	0.051417	-0.083851	0.000326	0.000925	0.00196	0.00028	0.001101	0.00052	0.00117	0.001663	0.000057	0.000432	0.000469	0.000249	0.175729	0.000952	0.001457	0.00106	0.000773	0.00124	0.002348	0.001591	543.027111	20.700166	2050.17984	136.988056	799408.175
08142017 10:13:46.156274	47	349	Station10_0deg_windoff_5Sec	81.956768	14.2519	-0.00007	14.25208	0.001089	0.000767	0.000203	0.001643	0.001466	0.000677	0.000593	0.002881	0.000523	0.000608	0.109284	-0.000413	0.000009	0.002142	0.00176	0.000894	0.00062	0.000507	0.000991	0.002487	-0.000297	-0.000033	0.000368	0.000779	0.000691	0.000113	-0.000648	0.001911	0.000537	0.000215	-0.000234	0.001975	0.001332	0.000218	0.000863	0.000954	0.000093	0.001362	0.000217	0.001268	0.000596	0.001912	0.001029	0.001465	0.000135	0.000674	0.001685	0.000092	0.000881	0.000299	0.000962	0.001302	-0.000137	0.000196	0.000217	0.000045	0.110071	0.000681	0.001034	0.000812	0.000578	0.001016	0.002041	0.001306	541.626768	-0.009603	2052.2736	NaN	NaN
