Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08142017 13:01:09.156274	48	350	Station4_0deg_windoff_5Sec	76.635304	14.2418	-0.000074	14.2419	-0.000023	0.000013	0.000238	0.000068	-0.000125	0.00005	0.000056	-0.00031	0.000039	0.000069	0.127284	0.000199	0.000097	-0.000158	-0.000079	0.000018	0.000015	0.000147	0.000084	-0.000125	0.000213	0.000182	0.000104	0.000095	-0.000008	0.000072	0.000232	-0.000135	0.000048	0.000072	0.000171	-0.00023	-0.000204	0.000166	-0.000219	-0.000054	0.000011	-0.000208	0.00006	-0.000199	-0.000014	-0.000292	-0.000044	-0.000129	0.000067	-0.000079	-0.00031	0.000028	-0.000157	0.000002	-0.000152	-0.000113	0.000132	0.00007	0.000051	0.000076	0.127234	-0.000014	-0.00008	-0.000056	-0.000051	-0.000118	-0.000332	-0.00018	536.305304	-0.010096	2050.8192	NaN	NaN
08142017 13:07:21.156274	48	351	Station4_0deg_windoff_5Sec	77.073816	14.2404	-0.00007	14.2405	0.000113	0.000079	0.000325	0.000341	0.000025	0.000143	0.000089	0.000062	0.000121	0.000139	0.118435	0.000099	0.000018	0.000081	0.000105	0.000106	0.000051	0.000258	0.000226	0.000261	0.000049	0.000073	0.000099	0.000176	0.000034	0.000083	0.000129	0.0001	0.000009	0.000063	0.000102	0.000002	-0.000116	0.000138	-0.000178	-0.000002	-0.000037	-0.000119	0.000024	-0.000108	0	-0.000178	-0.000008	-0.000051	0.000043	-0.000043	-0.000184	-0.000007	-0.000113	-0.000008	-0.00009	-0.000015	0.000096	0.000066	0.000043	0.000046	0.118582	0.000024	-0.000002	-0.000007	-0.000021	-0.000069	-0.000169	-0.000076	536.743816	-0.009576	2050.6176	NaN	NaN
08142017 13:12:25.156274	48	352	Station4_0deg_windoff_5Sec	76.938929	14.2385	-0.000071	14.2387	0.000084	0.000102	0.000179	0.000209	-0.000023	0.000037	0.000084	0.000013	0.000079	0.000115	0.120196	0.000064	0.000063	0.000038	0.000076	0.000017	0.00005	0.00013	0.000117	0.000164	0.000103	0.000075	0.000126	0.000102	0.000023	0.000025	0.000078	0.000071	0.00008	0.000062	0.000069	-0.000028	-0.000082	0.000149	-0.00016	0.00004	-0.000001	-0.00007	0.000011	-0.000099	0.000021	-0.000116	0.000031	-0.00001	0.000043	-0.00002	-0.000131	-0.000007	-0.000099	-0.000004	-0.000079	0.000003	0.000087	0.000063	0.000039	0.000044	0.120265	0.000022	-0.000009	0.000007	-0.000021	-0.000047	-0.000137	-0.000055	536.608929	-0.00974	2050.344	NaN	NaN
08142017 13:13:40.156274	48	353	Station4_0deg_50fps_5Sec	76.392766	14.23596	0.020248	14.2282	0.007851	-0.011121	0.007924	-0.010964	0.007809	-0.01108	0.007703	-0.011104	0.007754	-0.010999	0.130784	0.000107	0.007799	-0.01108	0.00796	-0.011026	0.007703	-0.010997	0.007875	-0.010984	0.008066	-0.011061	0.007656	-0.010999	0.007548	-0.011139	0.007652	-0.011139	0.007766	-0.011147	0.007527	-0.011242	0.007424	-0.011063	0.007224	-0.011156	0.007462	-0.01128	0.000029	-0.000078	0.007654	-0.011356	0.007085	-0.01129	0.000072	0.000001	-0.000117	-0.000006	-0.000098	0.00002	-0.000049	0.000042	0.000113	0.00008	0.000058	0.000057	0.130843	0.00005	0.000051	0.000028	0.000006	-0.000022	-0.00007	-0.000016	536.062766	2.769926	2049.97824	49.852855	293937.9523
08142017 13:14:04.156274	48	354	Station4_0deg_50fps_10Sec	76.509647	14.23634	0.020431	14.22847	0.007918	-0.011113	0.008009	-0.010872	0.007872	-0.011007	0.007765	-0.011016	0.007883	-0.010954	0.130424	0.000145	0.007833	-0.011002	0.007986	-0.01095	0.007723	-0.010926	0.007952	-0.010892	0.008105	-0.011041	0.007725	-0.010927	0.007584	-0.011096	0.007704	-0.011081	0.007709	-0.011133	0.007582	-0.011188	0.007437	-0.011026	0.007285	-0.011148	0.007483	-0.011255	0.000059	-0.000009	0.00768	-0.011321	0.00715	-0.011265	0.000089	0.000037	-0.000055	0.000033	-0.000045	0.000047	-0.000011	0.000094	0.000134	0.000112	0.000095	0.00008	0.13049	0.000089	0.000102	0.000064	0.000041	0.000025	-0.000004	0.000046	536.179647	2.794933	2050.03296	50.08209	295234.0842
08142017 13:14:24.156274	48	355	Station4_0deg_50fps_15Sec	76.597809	14.2362	0.020575	14.22838	0.007926	-0.011121	0.008071	-0.010826	0.007923	-0.01098	0.00775	-0.010975	0.007879	-0.010957	0.13036	0.000141	0.007811	-0.010975	0.008029	-0.010922	0.007714	-0.010891	0.008012	-0.010853	0.008051	-0.011061	0.007721	-0.010915	0.007602	-0.011101	0.007716	-0.011067	0.00766	-0.011147	0.007504	-0.011167	0.007438	-0.011031	0.007291	-0.011141	0.007461	-0.011254	0.000045	0.000003	0.007674	-0.011299	0.007111	-0.011257	0.000089	0.000038	-0.000033	0.000023	-0.000048	0.000041	-0.000007	0.00012	0.00012	0.00011	0.000085	0.000066	0.130462	0.000089	0.000124	0.000069	0.000037	0.000032	0.000029	0.000059	536.267809	2.814651	2050.0128	50.262747	296248.2451
08142017 13:14:51.156274	48	356	Station4_0deg_50fps_20Sec	76.70391	14.23594	0.020667	14.22846	0.007572	-0.011492	0.007714	-0.011131	0.007567	-0.011314	0.007393	-0.01128	0.007552	-0.011313	0.130106	0.000135	0.007462	-0.011297	0.007654	-0.011248	0.007333	-0.011225	0.007677	-0.011154	0.007655	-0.011443	0.007317	-0.011254	0.007221	-0.011463	0.007341	-0.011402	0.007304	-0.01152	0.007159	-0.011499	0.007058	-0.011408	0.006908	-0.011508	0.00707	-0.01162	0.000046	0.000031	0.007307	-0.011641	0.0068	-0.011613	0.000087	0.000053	0.000001	0.000021	-0.000037	0.000042	0.000006	0.000149	0.000105	0.000107	0.000084	0.000063	0.130247	0.000099	0.000158	0.000086	0.00004	0.000057	0.000068	0.000083	536.37391	2.827211	2049.97536	50.380171	296876.703
08142017 13:15:22.156274	48	357	Station4_0deg_50fps_30Sec	76.824497	14.23544	0.020594	14.227917	0.007714	-0.011317	0.007885	-0.01087	0.007739	-0.011091	0.007536	-0.011022	0.007695	-0.01112	0.130522	0.000138	0.007571	-0.011047	0.007867	-0.011027	0.007497	-0.010996	0.007883	-0.010872	0.007726	-0.011283	0.00742	-0.01104	0.007352	-0.011271	0.007446	-0.011174	0.007441	-0.011352	0.007291	-0.01127	0.007247	-0.011229	0.007068	-0.011322	0.007157	-0.011421	0.000058	0.000076	0.007412	-0.011426	0.006934	-0.011407	0.000087	0.000076	0.000055	0.000024	-0.000005	0.000058	0.000036	0.000203	0.000101	0.000113	0.000097	0.000061	0.130718	0.000126	0.0002	0.000114	0.000062	0.00009	0.00013	0.000126	536.494497	2.817259	2049.90336	50.29799	296315.0032
08142017 13:16:43.156274	49	358	Station4_0deg_95fps_5Sec	77.386129	14.23012	0.070916	14.20518	0.024219	-0.041159	0.024123	-0.040507	0.024281	-0.040722	0.023402	-0.04063	0.024044	-0.040717	0.153018	0.000293	0.023941	-0.040526	0.024583	-0.040589	0.023868	-0.040532	0.02469	-0.040442	0.02509	-0.041183	0.023872	-0.040739	0.02371	-0.041012	0.023721	-0.040903	0.02383	-0.041266	0.022911	-0.041035	0.023023	-0.041112	0.022589	-0.041237	0.023093	-0.041251	0.000174	0.000273	0.023464	-0.041256	0.02198	-0.04142	0.000199	0.000238	0.000278	0.000133	0.000159	0.000196	0.000203	0.000422	0.000212	0.000246	0.000241	0.000189	0.153326	0.000302	0.000432	0.00028	0.000197	0.000263	0.000391	0.000336	537.056129	9.701364	2049.13728	93.358466	549738.9894
08142017 13:17:21.156274	49	359	Station4_0deg_95fps_5Sec	78.130479	14.22976	0.070281	14.2051	0.024488	-0.040926	0.024218	-0.040086	0.024349	-0.040367	0.023438	-0.040199	0.02427	-0.040446	0.152752	0.000295	0.023989	-0.040142	0.024642	-0.04023	0.023936	-0.040185	0.024849	-0.039986	0.025161	-0.040978	0.02404	-0.040397	0.02378	-0.040731	0.023868	-0.040536	0.02376	-0.041034	0.023048	-0.040682	0.023356	-0.040861	0.022894	-0.040962	0.023151	-0.040978	0.000192	0.000385	0.023447	-0.040932	0.022223	-0.041137	0.000226	0.000301	0.000419	0.000164	0.000234	0.000235	0.000274	0.000569	0.000202	0.000263	0.000255	0.000191	0.153172	0.00035	0.000545	0.000345	0.000237	0.000323	0.000517	0.000427	537.800479	9.614413	2049.08544	93.005276	546880.8027
08142017 13:17:34.156274	49	360	Station4_0deg_95fps_10Sec	78.345737	14.23001	0.070614	14.20506	0.024497	-0.040936	0.02436	-0.040024	0.02435	-0.040332	0.023464	-0.040124	0.024228	-0.040419	0.152481	0.000316	0.024047	-0.040077	0.024774	-0.040193	0.024012	-0.040139	0.025001	-0.039895	0.02522	-0.040976	0.024001	-0.040369	0.023732	-0.040713	0.023873	-0.040486	0.023834	-0.041027	0.022916	-0.040626	0.023106	-0.040866	0.022664	-0.040948	0.023029	-0.040958	0.000205	0.000412	0.023606	-0.040882	0.022192	-0.041108	0.000225	0.000317	0.000449	0.000166	0.000262	0.000253	0.000319	0.000618	0.000199	0.000278	0.000277	0.000202	0.152951	0.000381	0.000607	0.000387	0.00027	0.000378	0.000591	0.000472	538.015737	9.659982	2049.12144	93.242958	548072.1321
08142017 13:17:54.156274	49	361	Station4_0deg_95fps_15Sec	78.630833	14.229473	0.070933	14.204333	0.025029	-0.040389	0.024734	-0.039417	0.025019	-0.03976	0.024274	-0.039475	0.024603	-0.039855	0.152784	0.000281	0.024522	-0.039471	0.02521	-0.039594	0.024554	-0.039566	0.025525	-0.039258	0.025725	-0.040443	0.024512	-0.039802	0.024374	-0.040172	0.024212	-0.039884	0.024316	-0.040495	0.023738	-0.04002	0.024158	-0.040323	0.0237	-0.040402	0.023703	-0.040388	0.000251	0.000512	0.023979	-0.040307	0.02298	-0.040548	0.000253	0.00038	0.00055	0.000214	0.000319	0.000288	0.000358	0.000689	0.000224	0.000319	0.000316	0.000228	0.153295	0.000409	0.000676	0.000417	0.000304	0.000444	0.000694	0.000563	538.300833	9.703616	2049.04416	93.479546	549154.4171
08142017 13:18:23.156274	49	362	Station4_0deg_95fps_20Sec	78.949427	14.229325	0.0707	14.204445	0.025125	-0.04028	0.024957	-0.039191	0.025006	-0.039634	0.024045	-0.039303	0.024726	-0.039748	0.14971	0.000282	0.02433	-0.039296	0.025461	-0.039497	0.024551	-0.039416	0.025637	-0.039023	0.025504	-0.040421	0.024517	-0.039704	0.024358	-0.040075	0.024336	-0.039734	0.024431	-0.040429	0.023552	-0.039866	0.023909	-0.040253	0.0234	-0.040311	0.023582	-0.040288	0.000197	0.000505	0.024247	-0.040135	0.022898	-0.040396	0.000209	0.000349	0.000573	0.000178	0.000351	0.000295	0.000402	0.000759	0.000175	0.000292	0.000279	0.000193	0.150313	0.000449	0.000736	0.000465	0.00033	0.000465	0.000752	0.000565	538.619427	9.671781	2049.0228	93.354383	548086.6058
08142017 13:18:55.156274	49	363	Station4_0deg_95fps_30Sec	79.248876	14.229697	0.070594	14.204813	0.025146	-0.040366	0.024996	-0.039135	0.025059	-0.03965	0.023945	-0.039199	0.024623	-0.039801	0.144313	0.000284	0.024202	-0.03925	0.025432	-0.039492	0.024526	-0.039429	0.025687	-0.038906	0.025375	-0.040533	0.024386	-0.039713	0.02429	-0.04014	0.024245	-0.039702	0.024293	-0.040513	0.023378	-0.039828	0.023943	-0.040331	0.023395	-0.040359	0.023548	-0.040319	0.000246	0.00063	0.024191	-0.040121	0.022854	-0.040416	0.000244	0.000425	0.000714	0.000222	0.000429	0.000338	0.000481	0.000883	0.000191	0.000334	0.00033	0.000227	0.144999	0.000523	0.000853	0.000545	0.000388	0.000558	0.000914	0.000686	538.918876	9.657318	2049.07632	93.309366	547531.091
08142017 13:21:10.156274	50	364	Station4_0deg_140fps_5Sec	82.595332	14.22174	0.152756	14.16746	0.052938	-0.086499	0.052404	-0.084238	0.052809	-0.085142	0.050982	-0.084376	0.052242	-0.085342	0.159823	0.000345	0.051201	-0.084416	0.053645	-0.084812	0.052453	-0.084804	0.054357	-0.084063	0.054863	-0.087	0.052314	-0.085516	0.05204	-0.086141	0.051654	-0.085374	0.051473	-0.086723	0.04905	-0.08554	0.050508	-0.086579	0.049555	-0.086551	0.050038	-0.086363	0.000262	0.001064	0.051433	-0.086009	0.048603	-0.086609	0.000267	0.000664	0.001288	0.000267	0.000778	0.000505	0.000858	0.001493	0.000148	0.000421	0.000426	0.000255	0.160968	0.000828	0.001441	0.000897	0.000632	0.000961	0.001658	0.001174	542.265332	20.897021	2047.93056	137.614716	803335.5121
08142017 13:21:33.156274	50	365	Station4_0deg_140fps_10Sec	83.154371	14.22001	0.151098	14.1675	0.05282	-0.086401	0.052015	-0.084005	0.05267	-0.085002	0.050409	-0.084123	0.051822	-0.085244	0.1557	0.00038	0.050876	-0.084215	0.053968	-0.084678	0.052555	-0.084624	0.054554	-0.083818	0.054372	-0.087027	0.052195	-0.085416	0.052017	-0.086088	0.051517	-0.085237	0.051854	-0.086714	0.049455	-0.085396	0.050898	-0.086568	0.04995	-0.086506	0.050162	-0.086331	0.000335	0.001219	0.051234	-0.08588	0.048415	-0.086517	0.000327	0.000771	0.00146	0.000324	0.000899	0.000585	0.000967	0.001653	0.000172	0.000485	0.000495	0.000298	0.156954	0.000926	0.001581	0.000999	0.000693	0.001042	0.001818	0.00129	542.824371	20.670234	2047.68144	136.946938	798491.9316
08142017 13:21:52.156274	50	366	Station4_0deg_140fps_15Sec	83.527482	14.22088	0.151243	14.167313	0.053093	-0.086331	0.052274	-0.083831	0.052921	-0.084906	0.050416	-0.083907	0.051917	-0.085162	0.152687	0.000361	0.050977	-0.084032	0.054013	-0.084562	0.052322	-0.084544	0.054516	-0.083582	0.054369	-0.086989	0.052231	-0.085297	0.051966	-0.086026	0.051451	-0.085057	0.051806	-0.08665	0.049431	-0.085228	0.050837	-0.086528	0.049742	-0.086422	0.050089	-0.086199	0.000375	0.001331	0.051437	-0.085736	0.048705	-0.086397	0.00035	0.00084	0.00159	0.000357	0.000925	0.000582	0.001019	0.001746	0.000179	0.000518	0.000532	0.000326	0.154012	0.000959	0.001649	0.001052	0.000746	0.001135	0.001987	0.001416	543.197482	20.690052	2047.80672	137.055282	798625.6686
08142017 13:22:22.156274	50	367	Station4_0deg_140fps_20Sec	84.015534	14.22093	0.151517	14.167055	0.053177	-0.086012	0.052461	-0.083388	0.053229	-0.08459	0.050724	-0.083426	0.052142	-0.084876	0.147656	0.000414	0.051084	-0.08363	0.054261	-0.08425	0.052553	-0.084232	0.054701	-0.083093	0.054458	-0.0868	0.052253	-0.084996	0.052112	-0.08576	0.05149	-0.084652	0.051821	-0.0864	0.049547	-0.084828	0.051183	-0.086295	0.05015	-0.086147	0.050293	-0.085892	0.000483	0.001552	0.051634	-0.085379	0.048953	-0.0861	0.000438	0.000985	0.001834	0.000455	0.001115	0.000713	0.001206	0.001976	0.000253	0.000634	0.000647	0.000422	0.149086	0.001111	0.001857	0.001217	0.000877	0.001308	0.002247	0.00162	543.685534	20.727519	2047.81392	137.240335	798993.0755
08142017 13:22:52.156274	50	368	Station4_0deg_140fps_30Sec	84.42249	14.22114	0.150318	14.166993	0.053002	-0.086078	0.052241	-0.083329	0.053025	-0.084614	0.050503	-0.083249	0.051969	-0.084898	0.14281	0.000263	0.050951	-0.083525	0.054271	-0.084244	0.052295	-0.08423	0.054523	-0.082926	0.054187	-0.086909	0.052022	-0.085005	0.051996	-0.085804	0.051237	-0.084545	0.051451	-0.086434	0.049199	-0.084719	0.051055	-0.086357	0.050031	-0.086144	0.049982	-0.085858	0.000353	0.001517	0.051308	-0.085285	0.048685	-0.086061	0.000314	0.000912	0.00185	0.000321	0.001055	0.000614	0.001166	0.001981	0.00011	0.000519	0.000535	0.000288	0.144339	0.001047	0.001832	0.001168	0.000802	0.001276	0.002309	0.001603	544.09249	20.563507	2047.84416	136.747985	795524.7836
08142017 13:24:32.156274	50	369	Station4_0deg_windoff_5Sec	83.999363	14.2352	-0.000035	14.2354	0.001676	0.000936	0.001591	0.003174	0.001987	0.001589	0.000842	0.003644	0.001005	0.001158	0.067988	-0.000181	-0.000203	0.002752	0.002216	0.001752	0.000768	0.001718	0.002149	0.003842	-0.000774	-0.000117	0.000391	0.001554	0.000878	0.000667	-0.000171	0.002509	0.000196	0.000396	0.000082	0.002491	0.00148	0.000597	0.001015	0.001108	-0.000054	0.001424	0.000169	0.001451	0.000733	0.002236	0.001332	0.001708	0.000104	0.000776	0.001846	0.000098	0.000886	0.000372	0.001025	0.001812	-0.000153	0.000278	0.000305	0.000046	0.069412	0.000824	0.00157	0.001004	0.000626	0.001155	0.002279	0.001489	543.669363	-0.004788	2049.8688	NaN	NaN
08152017 06:32:17.156274	51	370	Station4_0deg_windoff_5Sec	75.343203	14.23548	-0.00007	14.2356	0.000009	0.000011	0.000136	0.00008	0.000026	0.000092	0.000038	-0.000087	0.000028	0.000064	0.039999	0.000085	0.000064	0.000011	-0.00001	0.000109	0.000023	0.000051	0.000068	-0.000027	0.000076	0.000154	0.000095	0.000106	0.000043	0.000097	0.000142	-0.000005	0.000036	0.000097	0.000136	-0.000012	-0.000031	0.000047	0.000023	0	0.000009	-0.000031	0.000037	-0.000034	0.000025	-0.000048	-0.000016	-0.000033	0.000006	-0.00001	-0.000053	0.000039	-0.000037	0.000014	-0.000027	-0.000022	0.000018	0.000028	0.00004	-0.000002	0.039971	0.000017	0.000012	-0.000011	-0.000005	-0.000013	-0.000082	-0.000013	535.013203	-0.009576	2049.90912	NaN	NaN
08152017 06:34:35.156274	51	371	Station4_0deg_50 fps_5Sec	76.054392	14.23358	0.020851	14.2256	0.008004	-0.011071	0.008325	-0.010651	0.008294	-0.010723	0.007848	-0.010837	0.007904	-0.010832	0.044161	0.000113	0.007918	-0.010768	0.008243	-0.010666	0.007873	-0.010748	0.008226	-0.010727	0.008111	-0.010914	0.007796	-0.010758	0.007784	-0.010871	0.007874	-0.010932	0.007738	-0.01099	0.007727	-0.010968	0.007788	-0.011027	0.007774	-0.011032	0.00769	-0.011081	0.000037	0.000106	0.007955	-0.011014	0.007304	-0.011111	0.000034	0.000044	0.000081	0.000028	0.00004	0.000036	0.000039	0.000136	-0.000019	0.000042	0.000049	-0.00001	0.044279	0.000093	0.000183	0.000071	0.000049	0.000075	0.000105	0.000099	535.724392	2.852362	2049.63552	50.577217	298350.7886
08152017 06:34:50.156274	51	372	Station4_0deg_50 fps_10Sec	76.183973	14.23369	0.020944	14.22568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	535.853973	2.865071	2049.65136	50.695655	298979.9651
08152017 06:35:17.156274	51	373	Station4_0deg_50 fps_15Sec	76.352817	14.23384	0.020868	14.226007	0.008051	-0.01117	0.008206	-0.010655	0.008134	-0.010779	0.007726	-0.010816	0.007908	-0.010922	0.041313	0.000117	0.00781	-0.010792	0.008106	-0.01072	0.007759	-0.010779	0.008203	-0.010699	0.007914	-0.011017	0.00769	-0.01083	0.007713	-0.010954	0.007824	-0.01095	0.00767	-0.011078	0.007664	-0.010974	0.007704	-0.011097	0.007626	-0.011091	0.007545	-0.011124	0.000053	0.000165	0.007784	-0.011047	0.007278	-0.011158	0.000034	0.000081	0.000174	0.000048	0.000087	0.000064	0.000085	0.000236	-0.00002	0.000061	0.000063	-0.000008	0.041492	0.000121	0.000263	0.000119	0.000077	0.000131	0.000213	0.000163	536.022817	2.854697	2049.67296	50.611533	298392.5423
08152017 06:35:50.156274	51	374	Station4_0deg_50 fps_20Sec	76.511432	14.233925	0.02073	14.226295	0.007871	-0.011367	0.008048	-0.010783	0.007988	-0.010926	0.007614	-0.010908	0.007777	-0.011128	0.037884	0.000134	0.007607	-0.010911	0.007957	-0.010837	0.007558	-0.010932	0.008066	-0.010782	0.007703	-0.011235	0.007485	-0.010949	0.007461	-0.011172	0.007594	-0.011112	0.007441	-0.011308	0.007466	-0.0111	0.007519	-0.011338	0.007463	-0.011296	0.007284	-0.011312	0.000059	0.0002	0.007563	-0.011208	0.007059	-0.011343	0.00004	0.000109	0.000232	0.000037	0.000104	0.00007	0.000113	0.0003	-0.000023	0.000071	0.000073	-0.00002	0.038097	0.000144	0.000323	0.000145	0.000091	0.000175	0.000324	0.000232	536.181432	2.835816	2049.6852	50.451264	297360.6394
08152017 06:36:28.156274	51	375	Station4_0deg_50 fps_30Sec	76.637931	14.23403	0.02068	14.226407	0.007976	-0.011262	0.008137	-0.010593	0.008091	-0.01078	0.007657	-0.010669	0.007834	-0.011005	0.03612	0.000086	0.007641	-0.010725	0.008116	-0.010689	0.007652	-0.010795	0.008212	-0.010547	0.007699	-0.0112	0.007545	-0.010817	0.007568	-0.01106	0.007652	-0.010929	0.007511	-0.011221	0.007479	-0.010918	0.00763	-0.011248	0.007534	-0.011181	0.007324	-0.011191	0.000035	0.000229	0.007642	-0.011071	0.007147	-0.011215	0.000008	0.000107	0.000279	0.000013	0.000101	0.000054	0.000124	0.000329	-0.000066	0.000044	0.000049	-0.000051	0.036412	0.000139	0.000323	0.00015	0.000083	0.000186	0.000362	0.000256	536.307931	2.82901	2049.70032	50.39647	296969.5255
08152017 06:38:03.156274	51	376	Station4_0deg_50fps_10Sec	76.773146	14.23445	0.02049	14.2267	0.008116	-0.011182	0.008208	-0.010447	0.00821	-0.010726	0.007721	-0.01045	0.007931	-0.01092	0.035346	0.000048	0.007673	-0.010565	0.008226	-0.010639	0.007682	-0.010722	0.00829	-0.010337	0.007677	-0.011192	0.00758	-0.010765	0.00768	-0.011003	0.007624	-0.01076	0.007582	-0.011147	0.007539	-0.010737	0.007708	-0.011214	0.007627	-0.011103	0.007392	-0.011093	0.000049	0.000273	0.007704	-0.010975	0.007229	-0.011127	0.000009	0.000135	0.000339	0.000023	0.000134	0.000063	0.000161	0.000357	-0.000063	0.000052	0.000059	-0.000039	0.035699	0.000163	0.00032	0.000175	0.000102	0.000218	0.000421	0.000298	536.443146	2.803005	2049.7608	50.169975	295567.9946
08152017 06:38:55.156274	52	377	Station4_0deg_95fps_5Sec	77.175032	14.22854	0.071283	14.20494	0.024578	-0.041243	0.024233	-0.040389	0.024567	-0.040558	0.023326	-0.040271	0.023931	-0.040664	0.057506	0.000181	0.023711	-0.040233	0.024873	-0.040374	0.024018	-0.040476	0.024791	-0.040148	0.025051	-0.041165	0.023957	-0.040608	0.023855	-0.040868	0.023736	-0.040635	0.023926	-0.04116	0.02335	-0.040662	0.023701	-0.041226	0.023255	-0.041149	0.023262	-0.041093	0.000118	0.000371	0.023746	-0.041011	0.02235	-0.041314	0.000098	0.000232	0.000459	0.000094	0.000247	0.000161	0.000271	0.000464	0.000014	0.000147	0.000152	0.000043	0.057847	0.000277	0.000458	0.000261	0.000181	0.000302	0.000571	0.000408	536.845032	9.75146	2048.90976	93.585664	551236.2508
08152017 06:39:14.156274	52	378	Station4_0deg_95fps_10Sec	77.558645	14.22975	0.070541	14.205	0.024721	-0.041041	0.024639	-0.040104	0.024836	-0.040342	0.023621	-0.040083	0.024355	-0.040517	0.057699	0.000241	0.023831	-0.040021	0.024872	-0.040153	0.02398	-0.040266	0.024961	-0.039921	0.024986	-0.041044	0.024084	-0.040457	0.023921	-0.040753	0.023851	-0.040482	0.023983	-0.041062	0.023018	-0.040513	0.023406	-0.04111	0.023187	-0.041048	0.023539	-0.040968	0.00019	0.000482	0.023906	-0.040865	0.02232	-0.041194	0.000167	0.000317	0.000564	0.000157	0.000306	0.000212	0.000331	0.000564	0.000072	0.000215	0.000204	0.000096	0.058093	0.000327	0.000551	0.000324	0.000226	0.000378	0.000679	0.000497	537.228645	9.65005	2049.084	93.127732	548186.0716
08152017 06:39:42.156274	52	379	Station4_0deg_95fps_15Sec	77.980271	14.23012	0.070396	14.205233	0.024693	-0.040991	0.02448	-0.039918	0.024691	-0.040229	0.023486	-0.039865	0.024125	-0.040472	0.057924	0.000196	0.023752	-0.039878	0.02488	-0.04005	0.024156	-0.040147	0.025126	-0.039713	0.025017	-0.041065	0.024097	-0.040346	0.023889	-0.040703	0.023849	-0.040369	0.023838	-0.041049	0.023013	-0.040388	0.023575	-0.041082	0.023199	-0.040986	0.023214	-0.040904	0.000123	0.000491	0.023706	-0.040743	0.022317	-0.041092	0.0001	0.00028	0.000589	0.000091	0.000294	0.000174	0.000325	0.000606	-0.000011	0.000147	0.000162	0.000033	0.058422	0.00032	0.000583	0.000328	0.000214	0.000384	0.000746	0.000527	537.650271	9.630127	2049.13728	93.066971	547411.4944
08152017 06:40:14.156274	52	380	Station4_0deg_95fps_20Sec	78.346273	14.229885	0.07055	14.20544	0.024775	-0.040967	0.024528	-0.039747	0.024748	-0.040138	0.023516	-0.039674	0.024226	-0.040399	0.058606	0.000173	0.023884	-0.039724	0.025079	-0.039963	0.02412	-0.040062	0.025215	-0.039513	0.024881	-0.041087	0.024021	-0.040276	0.023958	-0.040661	0.023903	-0.040237	0.02397	-0.041029	0.023113	-0.040253	0.0237	-0.041057	0.023222	-0.040939	0.023162	-0.040841	0.000127	0.000548	0.02375	-0.04064	0.022404	-0.04102	0.000091	0.000312	0.000677	0.000086	0.000324	0.000181	0.000361	0.000684	-0.000026	0.000154	0.00017	0.000027	0.059184	0.000351	0.000657	0.000371	0.00024	0.000443	0.000845	0.000587	538.016273	9.651233	2049.10344	93.201239	547820.8911
